,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
4269,534,80,How many years of experience do you have working with SQL?,2 to 3 years
6336,793,100,Are you comfortable with statistical analysis?,Yes
978,123,90,Are you legally able to work in Canada?,Yes
2993,375,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
5992,750,100,How many years of experience do you have working with SQL?,4+ years
3680,461,40,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1442,181,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
97,13,100,How many years of experience do you have working with SQL?,4+ years
84,11,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
3337,418,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1093,137,100,How many years of experience do you have preparing statistical analysis?,4+ years
1590,199,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
2834,355,100,Are you legally able to work in Canada?,Yes
6092,762,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
6337,793,100,Please indicate the required salary you are seeking for this position.,75000
441,56,100,Are you legally able to work in Canada?,Yes
3280,411,100,How many years of experience do you have working with SQL?,4+ years
4392,550,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
5735,717,80,How many years of experience do you have working with SQL?,4+ years
2163,271,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4527,566,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
5078,635,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3718,465,100,Are you legally able to work in Canada?,Yes
5517,690,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2590,324,100,Are you legally able to work in Canada?,Yes
4411,552,55,Please indicate the required salary you are seeking for this position.,$39/hour
1257,158,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5100,638,90,How many years of experience do you have preparing statistical analysis?,4+ years
4244,531,80,Are you comfortable with statistical analysis?,Yes
635,80,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
148,19,80,How many years of experience do you have working with SQL?,2 to 3 years
1705,214,70,Are you comfortable with statistical analysis?,Yes
6015,752,80,How many years of experience do you have working with SQL?,4+ years
2094,262,80,How many years of experience do you have preparing statistical analysis?,4+ years
1932,242,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1625,204,60,Are you comfortable with statistical analysis?,Yes
1227,154,80,Please indicate the required salary you are seeking for this position.,70000
3224,404,100,How many years of experience do you have preparing statistical analysis?,4+ years
188,24,80,How many years of experience do you have working with SQL?,2 to 3 years
2486,312,80,Are you comfortable with statistical analysis?,Yes
5929,742,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5147,644,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4687,586,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5338,668,80,Please indicate the required salary you are seeking for this position.,110000
3374,422,80,Please indicate the required salary you are seeking for this position.,"$70,000 to $80,000"
3118,390,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5760,721,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
2392,300,70,How many years of experience do you have working with SQL?,2 to 3 years
3682,461,40,Are you comfortable with statistical analysis?,No
2046,256,80,Please indicate the required salary you are seeking for this position.,95000
4121,516,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
2456,308,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
44,6,90,Are you legally able to work in Canada?,Yes
3542,443,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2644,331,100,Are you comfortable with statistical analysis?,Yes
801,101,90,Are you comfortable with statistical analysis?,Yes
6262,783,100,Please indicate the required salary you are seeking for this position.,95000
4237,530,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
5389,674,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2436,305,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5115,640,80,How many years of experience do you have working with SQL?,2 to 3 years
2189,274,65,What is your self-determined level of expertise in Microsoft Excel?,Expert
2182,273,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2741,343,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
5892,737,80,Please indicate the required salary you are seeking for this position.,65
3036,380,70,Are you comfortable with statistical analysis?,Yes
5446,681,100,Are you comfortable with statistical analysis?,Yes
3389,424,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5381,673,20,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4987,624,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2249,282,80,How many years of experience do you have working with SQL?,2 to 3 years
3906,489,90,How many years of experience do you have preparing statistical analysis?,4+ years
2371,297,100,Are you legally able to work in Canada?,Yes
3992,500,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1418,178,90,Are you comfortable with statistical analysis?,Yes
4659,583,100,How many years of experience do you have preparing statistical analysis?,4+ years
6318,790,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3019,378,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
501,63,90,Are you comfortable with statistical analysis?,Yes
3035,380,70,How many years of experience do you have working with SQL?,2 to 3 years
2556,320,80,How many years of experience do you have working with SQL?,2 to 3 years
5008,627,80,Please indicate the required salary you are seeking for this position.,75000 CAD
5710,714,60,Are you legally able to work in Canada?,Yes
1977,248,90,Are you comfortable with statistical analysis?,Yes
5675,710,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2975,372,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1506,189,80,How many years of experience do you have working with SQL?,2 to 3 years
2671,334,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5252,657,70,Are you comfortable with statistical analysis?,Yes
1681,211,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2840,356,100,Are you comfortable with statistical analysis?,Yes
3674,460,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5737,718,90,Are you comfortable with statistical analysis?,Yes
5572,697,90,Please indicate the required salary you are seeking for this position.,89000
4249,532,90,Are you legally able to work in Canada?,Yes
3881,486,80,Are you legally able to work in Canada?,Yes
5828,729,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
4686,586,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
3710,464,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5699,713,50,What is your self-determined level of expertise in Microsoft Excel?,Expert
3076,385,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
6339,793,100,Are you legally able to work in Canada?,Yes
2017,253,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
6265,784,80,Are you legally able to work in Canada?,Yes
1918,240,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
440,56,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5308,664,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
6175,772,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
795,100,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
2569,322,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
469,59,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
3794,475,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
462,58,50,Are you legally able to work in Canada?,Yes
1804,226,80,Are you legally able to work in Canada?,Yes
5701,713,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3950,494,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5220,653,100,How many years of experience do you have preparing statistical analysis?,4+ years
4220,528,60,Are you legally able to work in Canada?,Yes
2787,349,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
5129,642,95,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",No
3538,443,70,How many years of experience do you have working with SQL?,2 to 3 years
4685,586,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2496,313,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
4831,604,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
3973,497,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
5062,633,95,What is your self-determined level of expertise in Microsoft Excel?,Expert
3753,470,100,Are you legally able to work in Canada?,Yes
1879,235,100,Please indicate the required salary you are seeking for this position.,"$85,000 to $95,000 per annum"
6351,794,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
2325,291,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1238,155,100,Are you legally able to work in Canada?,Yes
578,73,90,Please indicate the required salary you are seeking for this position.,70000
78,10,100,How many years of experience do you have working with SQL?,4+ years
2065,259,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1695,212,100,Are you comfortable with statistical analysis?,Yes
4017,503,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
2255,282,80,Are you legally able to work in Canada?,Yes
4255,532,90,How many years of experience do you have preparing statistical analysis?,4+ years
4324,541,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1673,210,70,Are you comfortable with statistical analysis?,Yes
1128,142,80,How many years of experience do you have working with SQL?,4+ years
178,23,90,Are you legally able to work in Canada?,Yes
5795,725,95,How many years of experience do you have preparing statistical analysis?,4+ years
2245,281,100,Are you legally able to work in Canada?,Yes
5132,642,95,How many years of experience do you have working with SQL?,4+ years
1683,211,80,Please indicate the required salary you are seeking for this position.,85000
581,73,90,How many years of experience do you have preparing statistical analysis?,4+ years
6163,771,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
5051,632,80,Are you comfortable with statistical analysis?,Yes
2625,329,100,How many years of experience do you have working with SQL?,4+ years
1979,248,90,How many years of experience do you have working with SQL?,4+ years
2945,369,80,Please indicate the required salary you are seeking for this position.,C$100000
3052,382,65,Please indicate the required salary you are seeking for this position.,97685
3273,410,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
800,101,90,How many years of experience do you have working with SQL?,4+ years
4689,587,100,How many years of experience do you have working with SQL?,4+ years
1258,158,100,Please indicate the required salary you are seeking for this position.,70000
1824,229,40,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2889,362,65,What is your self-determined level of expertise in Microsoft Excel?,Expert
2563,321,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4489,562,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
4162,521,80,Are you legally able to work in Canada?,Yes
75,10,100,Are you comfortable with statistical analysis?,Yes
545,69,90,Please indicate the required salary you are seeking for this position.,100000
4945,619,80,Are you comfortable with statistical analysis?,Yes
5325,666,80,How many years of experience do you have working with SQL?,2 to 3 years
4059,508,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2112,265,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5962,746,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
511,64,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1255,157,70,Are you legally able to work in Canada?,Yes
1433,180,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2794,350,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
3714,465,100,How many years of experience do you have preparing statistical analysis?,4+ years
2427,304,100,Are you legally able to work in Canada?,Yes
4327,541,80,How many years of experience do you have working with SQL?,2 to 3 years
3709,464,100,How many years of experience do you have working with SQL?,4+ years
4692,587,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2016,253,80,Please indicate the required salary you are seeking for this position.,65-75k
342,43,60,Are you legally able to work in Canada?,Yes
4148,519,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1177,148,100,How many years of experience do you have working with SQL?,4+ years
2040,256,80,Are you legally able to work in Canada?,Yes
372,47,80,Are you legally able to work in Canada?,Yes
4339,543,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
5574,697,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
5076,635,100,Are you comfortable with statistical analysis?,Yes
3962,496,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
2857,358,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
3617,453,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2652,332,100,Are you comfortable with statistical analysis?,Yes
4739,593,75,Please indicate the required salary you are seeking for this position.,80000
5199,650,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
4600,576,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5522,691,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5380,673,20,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
5688,712,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
271,34,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1942,243,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2533,317,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
5761,721,90,Are you comfortable with statistical analysis?,Yes
4956,620,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
76,10,100,Are you legally able to work in Canada?,Yes
1021,129,90,Are you legally able to work in Canada?,Yes
6188,774,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
4819,603,90,Are you legally able to work in Canada?,Yes
1010,127,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
4015,502,100,Please indicate the required salary you are seeking for this position.,85000
1081,136,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
6209,777,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
523,66,70,Please indicate the required salary you are seeking for this position.,95000
4283,536,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1472,185,100,Are you comfortable with statistical analysis?,Yes
189,24,80,Are you comfortable with statistical analysis?,Yes
397,50,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
541,68,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
411,52,100,Are you legally able to work in Canada?,Yes
3139,393,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3175,397,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5525,691,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
5555,695,85,Are you legally able to work in Canada?,Yes
3842,481,80,Are you legally able to work in Canada?,Yes
304,39,90,Please indicate the required salary you are seeking for this position.,75000
5024,629,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
6179,773,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3574,447,80,Please indicate the required salary you are seeking for this position.,70000
5375,672,100,How many years of experience do you have preparing statistical analysis?,4+ years
297,38,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5660,708,90,Are you legally able to work in Canada?,Yes
6218,778,80,Please indicate the required salary you are seeking for this position.,80000 - 95000/yr
2825,354,100,Are you comfortable with statistical analysis?,Yes
275,35,100,Please indicate the required salary you are seeking for this position.,85000
4357,545,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1972,247,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5598,700,70,How many years of experience do you have working with SQL?,2 to 3 years
3779,473,70,How many years of experience do you have working with SQL?,2 to 3 years
4899,613,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
508,64,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
4826,604,80,How many years of experience do you have working with SQL?,2 to 3 years
1883,236,100,How many years of experience do you have preparing statistical analysis?,4+ years
3370,422,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
556,70,80,How many years of experience do you have working with SQL?,2 to 3 years
4932,617,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2029,254,90,Please indicate the required salary you are seeking for this position.,75000
2785,349,80,How many years of experience do you have working with SQL?,2 to 3 years
4961,621,80,Are you comfortable with statistical analysis?,Yes
259,33,70,Are you comfortable with statistical analysis?,Yes
354,45,60,Are you comfortable with statistical analysis?,Yes
5009,627,80,Are you comfortable with statistical analysis?,Yes
4823,603,90,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
3890,487,100,Please indicate the required salary you are seeking for this position.,"45,000 – 65,000 CAD/Year"
1626,204,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2095,262,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5727,716,65,Please indicate the required salary you are seeking for this position.,75000
959,120,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
751,94,80,How many years of experience do you have working with SQL?,2 to 3 years
430,54,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
2853,357,100,Are you legally able to work in Canada?,Yes
50,7,65,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1312,165,100,Please indicate the required salary you are seeking for this position.,120000
6083,761,100,Are you comfortable with statistical analysis?,Yes
6088,762,70,Are you comfortable with statistical analysis?,Yes
4174,522,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
5195,650,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
831,104,100,Are you legally able to work in Canada?,Yes
4113,515,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5360,671,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
4310,539,80,Are you comfortable with statistical analysis?,Yes
2243,281,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
4756,595,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1622,203,60,Are you comfortable with statistical analysis?,Yes
3545,444,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
3368,422,80,Are you legally able to work in Canada?,Yes
3391,424,80,Please indicate the required salary you are seeking for this position.,100000
1043,131,60,How many years of experience do you have working with SQL?,2 to 3 years
438,55,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
6152,770,70,How many years of experience do you have working with SQL?,2 to 3 years
2713,340,90,How many years of experience do you have working with SQL?,4+ years
2627,329,100,Please indicate the required salary you are seeking for this position.,60000
1628,204,60,How many years of experience do you have working with SQL?,2 to 3 years
3466,434,100,Are you legally able to work in Canada?,Yes
2612,327,80,Are you legally able to work in Canada?,Yes
2894,362,65,Are you comfortable with statistical analysis?,Yes
2177,273,100,Are you comfortable with statistical analysis?,Yes
2802,351,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
646,81,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
3877,485,80,How many years of experience do you have preparing statistical analysis?,4+ years
2831,354,100,Please indicate the required salary you are seeking for this position.,00
5816,728,80,How many years of experience do you have working with SQL?,2 to 3 years
6026,754,70,Please indicate the required salary you are seeking for this position.,50000
248,32,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
2254,282,80,Are you comfortable with statistical analysis?,Yes
4918,615,80,Please indicate the required salary you are seeking for this position.,80000
908,114,80,How many years of experience do you have working with SQL?,2 to 3 years
2896,363,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
5191,649,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1306,164,100,How many years of experience do you have preparing statistical analysis?,4+ years
3097,388,90,How many years of experience do you have working with SQL?,2 to 3 years
2440,306,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
5718,715,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
2106,264,80,Please indicate the required salary you are seeking for this position.,70000
1126,141,100,How many years of experience do you have preparing statistical analysis?,4+ years
1998,250,80,How many years of experience do you have working with SQL?,2 to 3 years
1051,132,80,Please indicate the required salary you are seeking for this position.,95000
4046,506,100,Are you comfortable with statistical analysis?,Yes
4939,618,100,How many years of experience do you have preparing statistical analysis?,4+ years
