,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
787,7,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
759,44,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1013,83,80,Are you legally able to work in Canada?,Yes
262,122,40,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
730,20,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
153,64,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
760,70,90,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
293,39,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
980,53,100,How many years of experience do you have working with SQL?,4+ years
1070,85,100,How many years of experience do you have working with SQL?,4+ years
799,56,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
181,11,60,How many years of experience do you have working with SQL?,2 to 3 years
464,118,65,Are you legally able to work in Canada?,No
255,69,80,Are you comfortable with statistical analysis?,Yes
433,100,100,Are you legally able to work in Canada?,Yes
875,31,80,Are you legally able to work in Canada?,Yes
989,113,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
832,31,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
810,115,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
557,121,80,Are you legally able to work in Canada?,Yes
179,46,80,How many years of experience do you have preparing statistical analysis?,0 to 1 year
600,66,90,Are you legally able to work in Canada?,Yes
435,37,80,How many years of experience do you have working with SQL?,2 to 3 years
944,114,90,Are you legally able to work in Canada?,Yes
21,14,60,Are you comfortable with statistical analysis?,Yes
10,48,90,How many years of experience do you have preparing statistical analysis?,4+ years
117,29,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1004,23,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
688,56,100,Are you legally able to work in Canada?,Yes
610,112,60,Are you comfortable with statistical analysis?,Yes
455,134,100,Are you legally able to work in Canada?,Yes
826,77,90,Are you comfortable with statistical analysis?,Yes
380,64,60,Are you legally able to work in Canada?,Yes
436,131,50,Are you legally able to work in Canada?,Yes
677,103,90,How many years of experience do you have preparing statistical analysis?,4+ years
779,27,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1033,8,60,How many years of experience do you have working with SQL?,0 to 1 year
140,92,100,How many years of experience do you have working with SQL?,4+ years
187,33,90,Please indicate the required salary you are seeking for this position.,80000
694,6,30,How many years of experience do you have preparing statistical analysis?,0 to 1 year
376,3,90,Are you comfortable with statistical analysis?,Yes
925,93,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
418,2,90,Please indicate the required salary you are seeking for this position.,$85/Hr
84,51,100,Are you legally able to work in Canada?,Yes
136,127,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
191,46,80,Are you comfortable with statistical analysis?,Yes
311,100,100,How many years of experience do you have preparing statistical analysis?,4+ years
567,16,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
538,12,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
628,35,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
869,102,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
0,15,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
285,120,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
480,135,90,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
679,112,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
736,107,90,Please indicate the required salary you are seeking for this position.,Company Standard
1023,102,100,Please indicate the required salary you are seeking for this position.,85000
619,42,100,Are you comfortable with statistical analysis?,Yes
470,130,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
105,34,90,How many years of experience do you have working with SQL?,4+ years
804,71,60,Please indicate the required salary you are seeking for this position.,60000
317,126,100,Are you legally able to work in Canada?,Yes
607,77,90,Please indicate the required salary you are seeking for this position.,$60k
228,131,50,How many years of experience do you have working with SQL?,0 to 1 year
689,75,70,Are you comfortable with statistical analysis?,Yes
770,27,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
771,86,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
565,129,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
912,79,100,Please indicate the required salary you are seeking for this position.,85000
943,89,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
654,59,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1021,41,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
282,76,80,How many years of experience do you have working with SQL?,2 to 3 years
90,101,80,How many years of experience do you have working with SQL?,2 to 3 years
99,126,100,Are you comfortable with statistical analysis?,Yes
839,117,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
445,37,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
574,58,70,Are you legally able to work in Canada?,Yes
965,56,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
422,100,100,Are you comfortable with statistical analysis?,Yes
834,43,100,How many years of experience do you have working with SQL?,4+ years
899,84,80,Please indicate the required salary you are seeking for this position.,"$60,000 - $80,000"
657,72,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
338,11,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
981,80,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
273,65,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
917,102,100,How many years of experience do you have preparing statistical analysis?,4+ years
939,88,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
48,92,100,Are you legally able to work in Canada?,Yes
831,111,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
930,70,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
25,48,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
570,92,100,Are you comfortable with statistical analysis?,Yes
107,137,90,Are you legally able to work in Canada?,Yes
835,83,80,Please indicate the required salary you are seeking for this position.,"95,000"
444,136,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
895,85,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
212,101,80,Please indicate the required salary you are seeking for this position.,85000
34,14,60,How many years of experience do you have working with SQL?,0 to 1 year
650,70,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
757,79,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
792,49,90,Are you comfortable with statistical analysis?,Yes
997,72,100,How many years of experience do you have preparing statistical analysis?,4+ years
125,100,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
522,40,45,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",No
69,34,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
894,89,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
691,61,70,Are you comfortable with statistical analysis?,Yes
1077,61,70,How many years of experience do you have working with SQL?,2 to 3 years
1083,103,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1011,56,100,How many years of experience do you have preparing statistical analysis?,4+ years
207,122,40,Are you comfortable with statistical analysis?,Yes
30,90,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
608,98,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
460,76,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
95,131,50,Please indicate the required salary you are seeking for this position.,50000
266,121,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
