,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
735,49,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1091,63,85,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
837,66,80,Are you comfortable with statistical analysis?,Yes
1244,133,90,Are you legally able to work in Canada?,Yes
69,72,70,Are you legally able to work in Canada?,Yes
782,123,70,How many years of experience do you have working with SQL?,4+ years
1145,105,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
681,20,80,How many years of experience do you have working with SQL?,2 to 3 years
141,23,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1238,32,80,How many years of experience do you have working with SQL?,2 to 3 years
977,95,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
618,13,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
23,26,90,Are you comfortable with statistical analysis?,Yes
1228,63,85,Are you comfortable with statistical analysis?,Yes
766,108,100,Please indicate the required salary you are seeking for this position.,90000CAD PER YEAR
1173,6,75,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
924,95,90,Are you legally able to work in Canada?,Yes
556,70,80,How many years of experience do you have working with SQL?,2 to 3 years
357,85,95,Are you comfortable with statistical analysis?,Yes
302,141,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
669,28,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
171,140,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
407,122,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
270,142,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
550,21,100,Please indicate the required salary you are seeking for this position.,95000
1127,40,100,How many years of experience do you have preparing statistical analysis?,4+ years
538,77,70,Are you comfortable with statistical analysis?,Yes
1172,135,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
84,29,90,How many years of experience do you have working with SQL?,4+ years
530,61,70,Are you comfortable with statistical analysis?,Yes
610,62,70,Please indicate the required salary you are seeking for this position.,"What's more important to me are my passion for my career, and if I can have the opportunity to grow. If this is the right job for me, I'm sure we can come to an agreement on salary."
944,132,40,Are you comfortable with statistical analysis?,No
489,138,70,Are you comfortable with statistical analysis?,Yes
987,58,90,Are you legally able to work in Canada?,Yes
910,71,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1013,88,100,How many years of experience do you have preparing statistical analysis?,4+ years
194,85,95,How many years of experience do you have working with SQL?,4+ years
1005,19,40,Are you comfortable with statistical analysis?,No
12,54,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
652,125,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
668,23,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
14,26,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
626,44,70,Are you legally able to work in Canada?,Yes
88,94,70,Are you legally able to work in Canada?,Yes
691,22,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
589,114,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
125,23,70,Please indicate the required salary you are seeking for this position.,66000
598,69,70,Are you comfortable with statistical analysis?,Yes
656,148,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1155,105,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
856,64,80,Are you legally able to work in Canada?,Yes
1143,116,70,Please indicate the required salary you are seeking for this position.,"50,000-60,000"
122,130,80,Please indicate the required salary you are seeking for this position.,70000CAD
1232,102,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
336,70,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
574,68,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1221,123,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
159,120,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
650,119,85,Please indicate the required salary you are seeking for this position.,"79,000"
991,58,90,How many years of experience do you have preparing statistical analysis?,4+ years
506,41,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
167,85,95,Are you legally able to work in Canada?,No
949,106,80,Please indicate the required salary you are seeking for this position.,$50000
64,143,70,Please indicate the required salary you are seeking for this position.,60000
116,13,90,Are you legally able to work in Canada?,Yes
496,62,70,How many years of experience do you have working with SQL?,2 to 3 years
718,117,95,What is your self-determined level of expertise in Microsoft Excel?,Expert
698,7,70,Please indicate the required salary you are seeking for this position.,85000
938,50,100,Please indicate the required salary you are seeking for this position.,80k-85k
763,110,50,Are you legally able to work in Canada?,Yes
346,99,70,Are you comfortable with statistical analysis?,Yes
1126,58,90,Are you comfortable with statistical analysis?,Yes
309,130,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
929,42,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
94,7,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
685,70,80,Please indicate the required salary you are seeking for this position.,95K
582,7,70,Are you comfortable with statistical analysis?,Yes
1207,135,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
186,12,80,Are you legally able to work in Canada?,Yes
491,151,100,Are you comfortable with statistical analysis?,Yes
561,33,70,Are you legally able to work in Canada?,Yes
326,24,100,Are you comfortable with statistical analysis?,Yes
680,130,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1176,93,90,Please indicate the required salary you are seeking for this position.,85000
424,82,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
284,122,60,Please indicate the required salary you are seeking for this position.,"60,000"
1115,136,100,Please indicate the required salary you are seeking for this position.,85000
58,103,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
168,125,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
648,5,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
253,87,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
182,38,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
230,98,95,Are you legally able to work in Canada?,No
716,122,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1236,134,80,How many years of experience do you have working with SQL?,2 to 3 years
1000,63,85,How many years of experience do you have working with SQL?,4+ years
405,49,80,Are you comfortable with statistical analysis?,Yes
341,142,90,How many years of experience do you have working with SQL?,2 to 3 years
470,8,70,Please indicate the required salary you are seeking for this position.,Between 62k$ and 72k$
866,81,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
481,121,50,Are you comfortable with statistical analysis?,Yes
1120,88,100,Please indicate the required salary you are seeking for this position.,"65,000-75,000"
27,54,60,How many years of experience do you have working with SQL?,0 to 1 year
774,58,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
131,78,80,Please indicate the required salary you are seeking for this position.,80000
1116,75,60,Are you legally able to work in Canada?,Yes
184,60,80,Are you comfortable with statistical analysis?,Yes
521,70,80,Are you comfortable with statistical analysis?,Yes
282,99,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
1097,50,100,Are you comfortable with statistical analysis?,Yes
1192,106,80,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1150,102,80,Are you legally able to work in Canada?,Yes
279,137,100,Please indicate the required salary you are seeking for this position.,80000
586,138,70,How many years of experience do you have working with SQL?,2 to 3 years
1160,36,80,Are you comfortable with statistical analysis?,Yes
539,148,70,Please indicate the required salary you are seeking for this position.,"70,000-75,000"
414,120,60,How many years of experience do you have preparing statistical analysis?,2 to 3 years
874,16,70,Are you legally able to work in Canada?,Yes
786,71,100,How many years of experience do you have preparing statistical analysis?,4+ years
1103,15,100,How many years of experience do you have working with SQL?,4+ years
732,109,80,Are you legally able to work in Canada?,Yes
634,97,80,How many years of experience do you have working with SQL?,4+ years
1054,48,60,Are you comfortable with statistical analysis?,Yes
157,41,70,Are you comfortable with statistical analysis?,Yes
1164,19,40,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1203,34,90,Are you legally able to work in Canada?,Yes
1174,36,80,How many years of experience do you have working with SQL?,4+ years
444,111,80,Are you legally able to work in Canada?,Yes
441,70,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
6,113,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
388,28,80,Please indicate the required salary you are seeking for this position.,"CAD 75,000"
1154,112,90,Are you comfortable with statistical analysis?,Yes
546,5,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
249,77,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
147,144,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
714,139,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1096,116,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
275,101,75,How many years of experience do you have working with SQL?,4+ years
233,98,95,Please indicate the required salary you are seeking for this position.,75000
690,38,70,Please indicate the required salary you are seeking for this position.,60000CAD
839,104,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
195,82,60,Are you legally able to work in Canada?,Yes
165,141,100,Please indicate the required salary you are seeking for this position.,90000
325,122,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
654,150,90,Are you legally able to work in Canada?,Yes
997,71,100,Are you legally able to work in Canada?,Yes
290,89,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1076,52,65,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",No
478,53,100,Please indicate the required salary you are seeking for this position.,80k
531,144,90,Please indicate the required salary you are seeking for this position.,65000
37,26,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
99,149,100,Are you comfortable with statistical analysis?,Yes
1149,88,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
126,144,90,How many years of experience do you have working with SQL?,4+ years
945,107,80,Are you comfortable with statistical analysis?,Yes
263,144,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
13,9,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
899,10,80,Are you legally able to work in Canada?,Yes
1030,116,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
686,145,50,How many years of experience do you have working with SQL?,0 to 1 year
934,43,80,Please indicate the required salary you are seeking for this position.,$75000
812,133,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
10,26,90,Are you legally able to work in Canada?,Yes
383,33,70,Please indicate the required salary you are seeking for this position.,70000
418,129,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
384,53,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1117,64,80,How many years of experience do you have working with SQL?,2 to 3 years
44,54,60,Are you comfortable with statistical analysis?,Yes
420,94,70,Please indicate the required salary you are seeking for this position.,90000
693,37,100,How many years of experience do you have working with SQL?,4+ years
31,26,90,How many years of experience do you have working with SQL?,4+ years
1201,42,80,Are you comfortable with statistical analysis?,Yes
351,109,80,How many years of experience do you have working with SQL?,2 to 3 years
387,41,70,Please indicate the required salary you are seeking for this position.,80000
117,69,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
59,129,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
728,25,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
882,47,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
294,4,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
239,37,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
144,114,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
1113,66,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
460,31,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1028,81,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
1167,34,90,How many years of experience do you have preparing statistical analysis?,4+ years
42,9,80,How many years of experience do you have working with SQL?,2 to 3 years
1048,108,100,How many years of experience do you have working with SQL?,4+ years
151,155,95,How many years of experience do you have preparing statistical analysis?,4+ years
831,63,85,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
231,146,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
594,78,80,How many years of experience do you have preparing statistical analysis?,0 to 1 year
54,131,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
146,65,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
927,2,60,How many years of experience do you have working with SQL?,0 to 1 year
459,24,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
479,62,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1041,74,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1016,93,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
995,11,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
305,120,60,Are you comfortable with statistical analysis?,Yes
57,77,70,Are you legally able to work in Canada?,Yes
841,17,50,Please indicate the required salary you are seeking for this position.,60000
1245,92,100,Are you comfortable with statistical analysis?,Yes
515,131,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
52,153,90,How many years of experience do you have working with SQL?,4+ years
709,154,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
739,101,75,Please indicate the required salary you are seeking for this position.,86k-90k
885,36,80,Please indicate the required salary you are seeking for this position.,95000
601,18,70,How many years of experience do you have working with SQL?,2 to 3 years
880,19,40,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
183,141,100,Are you comfortable with statistical analysis?,Yes
90,151,100,How many years of experience do you have preparing statistical analysis?,4+ years
392,37,100,Please indicate the required salary you are seeking for this position.,"150,000"
1108,10,80,Are you comfortable with statistical analysis?,Yes
332,7,70,Are you legally able to work in Canada?,Yes
1139,116,70,How many years of experience do you have working with SQL?,2 to 3 years
1075,59,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
238,119,85,What is your self-determined level of expertise in Microsoft Excel?,Expert
738,131,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
583,24,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
939,100,65,What is your self-determined level of expertise in Microsoft Excel?,Expert
70,140,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
955,15,100,Please indicate the required salary you are seeking for this position.,110000
172,144,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
47,55,25,Are you legally able to work in Canada?,No
513,137,100,Are you legally able to work in Canada?,Yes
1021,88,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1066,107,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
767,127,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
477,99,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
344,41,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
937,6,75,Are you comfortable with statistical analysis?,Yes
672,83,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
83,37,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
956,118,35,How many years of experience do you have working with SQL?,2 to 3 years
218,137,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
644,101,75,Are you legally able to work in Canada?,Yes
1100,48,60,Please indicate the required salary you are seeking for this position.,85000
982,110,50,Are you comfortable with statistical analysis?,Yes
628,117,95,Are you legally able to work in Canada?,No
189,70,80,Are you legally able to work in Canada?,Yes
217,143,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
185,111,80,Please indicate the required salary you are seeking for this position.,65000
1231,30,80,Are you comfortable with statistical analysis?,Yes
1153,56,100,Are you comfortable with statistical analysis?,Yes
8,9,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1083,136,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
273,122,60,How many years of experience do you have preparing statistical analysis?,2 to 3 years
619,148,70,How many years of experience do you have working with SQL?,4+ years
73,138,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
1107,27,80,How many years of experience do you have preparing statistical analysis?,0 to 1 year
822,16,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
382,139,60,Are you legally able to work in Canada?,Yes
892,112,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
673,51,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
889,58,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
930,47,90,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
187,150,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
362,97,80,How many years of experience do you have preparing statistical analysis?,4+ years
750,8,70,Are you legally able to work in Canada?,Yes
198,38,70,Are you comfortable with statistical analysis?,Yes
518,131,70,Are you comfortable with statistical analysis?,Yes
202,82,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
80,7,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
119,1,80,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1157,132,40,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
886,57,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
694,137,100,How many years of experience do you have working with SQL?,4+ years
1181,75,60,Please indicate the required salary you are seeking for this position.,85000
883,64,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
306,153,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
801,42,80,Are you legally able to work in Canada?,Yes
87,151,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1062,133,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
476,109,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1178,88,100,How many years of experience do you have working with SQL?,4+ years
998,43,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
45,55,25,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
152,131,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
81,23,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1109,100,65,Please indicate the required salary you are seeking for this position.,60000
327,146,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
978,56,100,Are you legally able to work in Canada?,Yes
727,145,50,Are you legally able to work in Canada?,Yes
32,55,25,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
72,83,60,Are you legally able to work in Canada?,Yes
