,Candidate Deidentified ID,Screening Form Total Score,Screening Form Question,Screening Form Answer
1149,100,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
228,112,60,Are you legally able to work in Canada?,Yes
295,2,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
964,215,75,What is your self-determined level of expertise in Microsoft Excel?,Expert
428,157,90,Are you legally able to work in Canada?,Yes
529,205,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1045,133,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1250,149,100,Please indicate the required salary you are seeking for this position.,$100K CAD
1213,108,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
119,114,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
338,23,80,How many years of experience do you have working with SQL?,2 to 3 years
510,14,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
745,125,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
709,22,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
101,75,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1438,155,90,Are you comfortable with statistical analysis?,Yes
1047,63,90,Are you legally able to work in Canada?,Yes
962,78,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1102,86,80,How many years of experience do you have working with SQL?,4+ years
1558,118,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
806,81,80,How many years of experience do you have working with SQL?,2 to 3 years
1518,89,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
336,65,50,How many years of experience do you have working with SQL?,0 to 1 year
1311,101,100,Are you comfortable with statistical analysis?,Yes
1455,97,80,How many years of experience do you have working with SQL?,4+ years
1634,181,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
514,126,100,Are you legally able to work in Canada?,Yes
1327,188,80,Are you comfortable with statistical analysis?,No
1364,158,90,Are you comfortable with statistical analysis?,Yes
731,206,100,How many years of experience do you have preparing statistical analysis?,4+ years
1515,179,60,How many years of experience do you have working with SQL?,2 to 3 years
517,22,80,How many years of experience do you have preparing statistical analysis?,0 to 1 year
346,39,45,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
626,216,100,Are you legally able to work in Canada?,Yes
477,29,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1251,97,80,Are you legally able to work in Canada?,Yes
1267,129,50,Please indicate the required salary you are seeking for this position.,70000
1073,72,100,How many years of experience do you have preparing statistical analysis?,4+ years
1421,94,100,How many years of experience do you have preparing statistical analysis?,4+ years
1108,49,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
50,83,60,How many years of experience do you have working with SQL?,0 to 1 year
263,82,70,Are you legally able to work in Canada?,Yes
187,107,100,How many years of experience do you have working with SQL?,4+ years
1444,116,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1096,97,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1261,46,70,Are you legally able to work in Canada?,Yes
1648,170,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
761,26,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
911,209,85,Are you comfortable with statistical analysis?,Yes
970,109,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
858,206,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1453,67,90,How many years of experience do you have working with SQL?,2 to 3 years
1549,15,80,Are you legally able to work in Canada?,Yes
194,4,75,Please indicate the required salary you are seeking for this position.,As per company terms and norms
405,218,85,Please indicate the required salary you are seeking for this position.,"70,000 - 90,000 CAD"
1375,187,30,How many years of experience do you have preparing statistical analysis?,0 to 1 year
145,91,80,Please indicate the required salary you are seeking for this position.,"$55,000 to $65,000"
325,35,70,Are you legally able to work in Canada?,Yes
205,175,55,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1180,105,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1434,88,70,Are you comfortable with statistical analysis?,Yes
1342,174,70,Are you comfortable with statistical analysis?,Yes
862,148,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
1782,139,70,How many years of experience do you have working with SQL?,2 to 3 years
458,169,70,What is your self-determined level of expertise in Microsoft Excel?,Expert
75,124,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
248,214,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
366,11,100,Please indicate the required salary you are seeking for this position.,75000
1630,162,90,How many years of experience do you have working with SQL?,4+ years
308,16,100,Are you comfortable with statistical analysis?,Yes
979,134,70,How many years of experience do you have working with SQL?,2 to 3 years
1365,93,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1467,153,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1209,190,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1473,156,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1539,80,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1195,101,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
491,185,85,Are you comfortable with statistical analysis?,Yes
460,92,90,Are you legally able to work in Canada?,Yes
44,144,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
537,201,90,Are you comfortable with statistical analysis?,Yes
27,144,70,Are you comfortable with statistical analysis?,Yes
997,62,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
778,6,80,How many years of experience do you have working with SQL?,2 to 3 years
1167,190,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1380,190,80,Are you legally able to work in Canada?,Yes
40,83,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
560,214,90,Are you legally able to work in Canada?,Yes
1581,89,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
1032,57,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1471,96,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
343,99,100,Are you legally able to work in Canada?,Yes
965,204,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1685,162,90,Are you legally able to work in Canada?,Yes
1559,142,100,Are you comfortable with statistical analysis?,Yes
1119,166,100,Are you comfortable with statistical analysis?,Yes
753,4,75,Are you comfortable with statistical analysis?,Yes
577,20,60,How many years of experience do you have working with SQL?,2 to 3 years
1395,93,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1354,72,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
11,24,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1405,139,70,Please indicate the required salary you are seeking for this position.,120000
632,35,70,How many years of experience do you have working with SQL?,0 to 1 year
1646,129,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
641,223,90,Are you comfortable with statistical analysis?,Yes
788,1,100,Are you comfortable with statistical analysis?,Yes
525,109,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
239,34,100,Please indicate the required salary you are seeking for this position.,5000 usd
1276,147,90,Please indicate the required salary you are seeking for this position.,90000$
708,53,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
1146,21,90,How many years of experience do you have working with SQL?,4+ years
1308,138,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1277,9,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
93,122,80,Are you comfortable with statistical analysis?,Yes
951,201,90,Please indicate the required salary you are seeking for this position.,70000
139,120,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1301,145,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
147,110,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
476,183,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
882,11,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
1580,184,100,Please indicate the required salary you are seeking for this position.,65000
615,43,100,How many years of experience do you have working with SQL?,4+ years
162,31,70,Are you comfortable with statistical analysis?,Yes
1147,187,30,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
913,91,80,How many years of experience do you have working with SQL?,2 to 3 years
314,169,70,Are you legally able to work in Canada?,Yes
406,4,75,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1010,130,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1665,96,90,Are you comfortable with statistical analysis?,Yes
399,146,90,How many years of experience do you have preparing statistical analysis?,4+ years
155,204,50,Please indicate the required salary you are seeking for this position.,50k-60k
468,201,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1410,74,80,Are you comfortable with statistical analysis?,Yes
377,95,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
495,47,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1536,21,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
533,199,90,Are you legally able to work in Canada?,Yes
916,18,90,How many years of experience do you have working with SQL?,4+ years
1573,174,70,How many years of experience do you have preparing statistical analysis?,0 to 1 year
68,124,90,How many years of experience do you have preparing statistical analysis?,4+ years
1670,118,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
910,27,60,What is your self-determined level of expertise in Microsoft Excel?,Expert
1117,188,80,How many years of experience do you have preparing statistical analysis?,4+ years
1116,106,85,How many years of experience do you have working with SQL?,4+ years
1443,161,95,Please indicate the required salary you are seeking for this position.,80000
42,73,70,How many years of experience do you have working with SQL?,4+ years
1696,80,90,What is your self-determined level of expertise in Microsoft Excel?,Expert
501,219,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1368,115,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1062,151,80,Please indicate the required salary you are seeking for this position.,"85,000 CAD"
1258,118,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
417,209,85,How many years of experience do you have working with SQL?,2 to 3 years
1376,178,80,Are you comfortable with statistical analysis?,Yes
1145,155,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
413,215,75,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
393,75,70,How many years of experience do you have working with SQL?,0 to 1 year
1799,167,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
1089,162,90,Please indicate the required salary you are seeking for this position.,90k
1038,180,80,Are you legally able to work in Canada?,Yes
1243,76,90,How many years of experience do you have working with SQL?,4+ years
351,125,80,Are you comfortable with statistical analysis?,Yes
1452,105,70,Please indicate the required salary you are seeking for this position.,$45-50k
1450,133,100,Are you comfortable with statistical analysis?,Yes
1766,142,100,Please indicate the required salary you are seeking for this position.,"$85,000-$90,000"
623,205,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
758,55,80,Are you legally able to work in Canada?,Yes
1748,118,100,How many years of experience do you have working with SQL?,4+ years
1412,85,95,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1571,137,60,Are you legally able to work in Canada?,Yes
222,8,90,How many years of experience do you have preparing statistical analysis?,2 to 3 years
127,146,90,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
496,196,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
633,99,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1470,49,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
915,199,90,How many years of experience do you have preparing statistical analysis?,4+ years
1246,85,95,Are you comfortable with statistical analysis?,Yes
1620,155,90,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
1779,136,90,Are you legally able to work in Canada?,Yes
1599,127,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1671,170,100,How many years of experience do you have working with SQL?,4+ years
886,57,60,How many years of experience do you have working with SQL?,0 to 1 year
967,157,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1417,119,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
666,225,80,How many years of experience do you have working with SQL?,2 to 3 years
738,10,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1680,172,90,Please indicate the required salary you are seeking for this position.,"95,000-105,000"
1681,50,50,How many years of experience do you have preparing statistical analysis?,0 to 1 year
9,132,50,How many years of experience do you have working with SQL?,2 to 3 years
277,20,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1733,149,100,Are you comfortable with statistical analysis?,Yes
565,207,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
922,19,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
486,22,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1703,127,100,How many years of experience do you have working with SQL?,4+ years
1429,170,100,Are you legally able to work in Canada?,Yes
829,215,75,How many years of experience do you have preparing statistical analysis?,2 to 3 years
918,225,80,Please indicate the required salary you are seeking for this position.,70000
80,214,90,How many years of experience do you have preparing statistical analysis?,4+ years
1507,86,80,Are you comfortable with statistical analysis?,Yes
216,39,45,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
870,200,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1012,218,85,Are you comfortable with statistical analysis?,Yes
687,112,60,Are you comfortable with statistical analysis?,Yes
1542,195,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1547,64,70,Please indicate the required salary you are seeking for this position.,75000
998,224,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
156,91,80,Are you comfortable with statistical analysis?,Yes
1775,149,100,How many years of experience do you have working with SQL?,4+ years
18,70,85,How many years of experience do you have preparing statistical analysis?,4+ years
275,180,80,Are you comfortable with statistical analysis?,Yes
1009,16,100,How many years of experience do you have preparing statistical analysis?,4+ years
37,73,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
180,204,50,Are you legally able to work in Canada?,Yes
142,222,70,How many years of experience do you have working with SQL?,2 to 3 years
1426,187,30,How many years of experience do you have working with SQL?,0 to 1 year
1083,181,60,How many years of experience do you have preparing statistical analysis?,0 to 1 year
316,1,100,How many years of experience do you have preparing statistical analysis?,4+ years
654,103,100,Are you legally able to work in Canada?,Yes
1247,117,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
370,75,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1024,10,80,Please indicate the required salary you are seeking for this position.,95000-97000
1077,100,70,How many years of experience do you have working with SQL?,2 to 3 years
1793,168,75,Are you legally able to work in Canada?,No
49,144,70,How many years of experience do you have working with SQL?,0 to 1 year
1341,143,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
619,25,100,Please indicate the required salary you are seeking for this position.,80000/year
906,209,85,Are you legally able to work in Canada?,No
595,210,80,How many years of experience do you have working with SQL?,0 to 1 year
508,43,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
904,213,90,Are you legally able to work in Canada?,Yes
158,218,85,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1184,87,80,How many years of experience do you have working with SQL?,2 to 3 years
1552,32,80,How many years of experience do you have working with SQL?,2 to 3 years
348,109,90,How many years of experience do you have working with SQL?,4+ years
475,62,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1232,97,80,Please indicate the required salary you are seeking for this position.,95000
1711,140,40,How many years of experience do you have working with SQL?,0 to 1 year
1304,15,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1014,183,50,Are you legally able to work in Canada?,Yes
128,6,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
542,12,60,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
833,205,70,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
940,177,75,Are you comfortable with statistical analysis?,Yes
77,73,70,Are you comfortable with statistical analysis?,Yes
803,3,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1346,153,100,How many years of experience do you have preparing statistical analysis?,4+ years
1255,108,100,How many years of experience do you have preparing statistical analysis?,4+ years
1433,74,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
103,26,80,Are you comfortable with statistical analysis?,Yes
1576,85,95,Please indicate the required salary you are seeking for this position.,Negotiable
960,23,80,Please indicate the required salary you are seeking for this position.,65000
440,208,80,How many years of experience do you have working with SQL?,2 to 3 years
1427,88,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1424,119,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
811,30,80,Are you legally able to work in Canada?,Yes
1731,165,90,Please indicate the required salary you are seeking for this position.,95000
383,27,60,Are you comfortable with statistical analysis?,Yes
719,218,85,Are you legally able to work in Canada?,No
141,220,70,How many years of experience do you have working with SQL?,0 to 1 year
616,125,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
176,30,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
945,121,50,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
39,45,60,How many years of experience do you have working with SQL?,0 to 1 year
63,83,60,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1269,87,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
432,198,55,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
735,20,60,Are you comfortable with statistical analysis?,Yes
521,125,80,What is your self-determined level of expertise in Microsoft Excel?,Expert
606,8,90,Are you legally able to work in Canada?,Yes
1461,190,80,How many years of experience do you have preparing statistical analysis?,2 to 3 years
827,120,100,Are you comfortable with statistical analysis?,Yes
1441,98,100,Are you comfortable with statistical analysis?,Yes
1624,147,90,Are you legally able to work in Canada?,Yes
809,11,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1514,129,50,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
520,126,100,How many years of experience do you have working with SQL?,4+ years
986,14,90,How many years of experience do you have working with SQL?,4+ years
902,39,45,Please indicate the required salary you are seeking for this position.,CAD75000/yr
1579,139,70,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",No
1605,131,45,Please indicate the required salary you are seeking for this position.,85000
955,176,100,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1242,50,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
583,218,85,What is your self-determined level of expertise in Microsoft Excel?,Expert
1219,133,100,How many years of experience do you have preparing statistical analysis?,4+ years
161,112,60,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
644,54,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1488,63,90,How many years of experience do you have preparing statistical analysis?,4+ years
1543,188,80,Please indicate the required salary you are seeking for this position.,250000
837,35,70,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1110,192,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1312,153,100,How many years of experience do you have working with SQL?,4+ years
197,114,70,Are you comfortable with statistical analysis?,Yes
749,25,100,Are you legally able to work in Canada?,Yes
203,203,90,Are you legally able to work in Canada?,Yes
1448,102,100,What is your self-determined level of expertise in Microsoft Excel?,Expert
652,185,85,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
235,44,80,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
220,203,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
411,169,70,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
1048,108,100,Are you legally able to work in Canada?,Yes
783,27,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
408,185,85,How many years of experience do you have preparing statistical analysis?,2 to 3 years
1292,115,80,Are you comfortable with statistical analysis?,Yes
804,7,80,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1422,98,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1610,106,85,Are you comfortable with statistical analysis?,Yes
888,95,50,What is your self-determined level of expertise in Microsoft Excel?,Intermediate
355,200,100,How many years of experience do you have preparing statistical analysis?,4+ years
1687,17,100,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
272,66,80,How many years of experience do you have working with SQL?,2 to 3 years
410,198,55,"Do you posses a University Degree in Computer Science, Statistics, Mathematics, Engineering or a related discipline?",Yes
1607,80,90,Are you legally able to work in Canada?,Yes
1188,127,100,How many years of experience do you have preparing statistical analysis?,4+ years
543,75,70,Please indicate the required salary you are seeking for this position.,"$85,000"
673,41,60,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
584,58,90,"Are you able to provide proof of having received a full series of a Health Canada approved COVID-19 vaccine (Section 77.7 of the Health Protection and Promotion Act (HPPA), R.S.O. 1990, c. H.7.), or are you able to provide documentation exempting you from the COVID-19 vaccine?",Yes
96,40,60,Please indicate the required salary you are seeking for this position.,75000
949,69,80,Are you legally able to work in Canada?,Yes
